Unique ID,Country IDs,Country Names,Age,Industry,Years of Experience,Job Title,Education,Knows English,Number of Connections,Endorsements,Profile Picture,Volunteer Experience,WFH,Company Type,Company Size,YOE in Current Company,Received Promotion,Number of People Under,Salary
1013,2,UK,24,Healthcare,9,Marketing Associate,Bachelor,1,31,0,1,0,,Public,100,7,1,0,66559.27
1014,1,USA,31,Retail,23,Sales Associate,Bachelor,1,35,1,1,1,0,Private,10000,16,1,0,102632.8
1015,1,USA,32,Manufacturing,29,Business Analyst,Bachelor,1,576,54,0,1,1,Public,10000,20,0,0,265445
1016,2,UK,31,Education,13,Doctor,Bachelor,1,48,3,1,1,1,Government,10000,4,1,0,68984.25
1017,1,USA,28,Healthcare,26,Doctor,Bachelor,1,45,2,0,0,0,Private,100,25,1,0,119273.3
1018,4,Canada,31,Education,21,Business Analyst,Bachelor,1,458,3,0,0,1,Public,100,10,0,0,108542.4
1019,3,India,26,Healthcare,5,Professor,Bachelor,0,5,0,1,0,1,Government,10,4,0,7,37400.03
1020,1,USA,35,Manufacturing,5,Marketing Associate,Bachelor,1,69,4,0,1,0,Startup,10,3,1,0,88275.83
1021,2,UK,23,Manufacturing,13,Marketing Associate,Bachelor,1,59,3,0,0,1,Private,1000,12,0,0,81516.79
1022,3,India,29,Tech,9,Marketing Associate,Bachelor,0,94,4,0,0,0,Non-profit,1000,1,0,0,43305.4
1023,2,UK,26,Retail,21,Product Manager,PhD,1,341,28,0,0,0,Government,10,17,0,1,190227
1024,4,Canada,24,Finance,2,Professor,Bachelor,1,38,0,0,1,0,Private,10000,1,0,37,74392.07
1025,2,UK,34,Others,32,Software Engineer,PhD,1,428,18,1,1,0,Startup,10000,1,1,0,182896.7
1026,4,Canada,30,Retail,4,Professor,Bachelor,1,48,2,1,0,0,Government,100,3,0,18,68419.93
1027,1,USA,31,Others,28,Marketing Associate,Bachelor,1,70,1,1,1,0,Private,100,16,0,0,109230.6
1028,3,India,26,Education,8,Marketing Associate,Bachelor,0,78,1,1,1,0,Startup,10,5,0,0,46637.77
1029,5,Australia,30,Education,6,Business Analyst,Bachelor,1,486,41,1,0,0,Government,10000,4,0,0,141374.3
1030,3,India,34,Tech,1,Business Analyst,PhD,0,377,24,1,1,1,Government,10000,0,0,0,78637.86
1031,5,Australia,29,Retail,21,Data Scientist,Master,1,293,25,1,1,0,Government,10000,16,1,0,150437.6
1032,1,USA,30,Healthcare,22,Software Engineer,Bachelor,1,247,22,0,1,1,Government,1000,2,0,0,116251.1
1033,2,UK,32,Others,7,Business Analyst,Bachelor,1,702,12,1,0,1,Public,100,3,1,0,110819.7
1034,4,Canada,29,Retail,20,Product Manager,PhD,1,251,13,1,1,1,Public,10000,10,1,48,196773.7
1035,4,Canada,32,Healthcare,30,Software Engineer,Master,1,977,2,1,1,0,Public,10,24,0,0,197332.9
1036,4,Canada,29,Manufacturing,10,Professor,Bachelor,1,71,3,0,0,0,Non-profit,10,3,1,36,88810.38
,1,USA,30,Others,23,Data Scientist,PhD,1,637,28,1,0,0,Public,1000,14,0,0,255155.8
1038,1,USA,31,Manufacturing,12,Sales Associate,Bachelor,1,25,0,1,0,1,Government,100,7,1,0,78061.53
1039,5,Australia,28,Education,26,Software Engineer,Bachelor,1,925,64,1,1,1,Government,10,4,1,0,249355.9
1040,3,India,29,Finance,13,Data Scientist,Master,0,304,8,1,0,1,Public,10000,1,0,0,47761.12
1041,3,India,26,Education,22,Business Analyst,Master,0,445,40,0,0,1,Startup,1000,14,0,0,113982.8
1042,2,UK,30,Retail,8,Marketing Associate,Bachelor,1,95,5,1,0,0,Private,100,3,0,0,68696.42
1043,5,Australia,25,Healthcare,12,Business Analyst,Master,1,362,23,0,0,1,Startup,1000,6,0,0,147341.6
1044,1,USA,34,Finance,16,Software Engineer,PhD,1,344,17,0,1,0,Public,100,0,1,0,141798.5
1045,1,USA,30,Finance,3,Product Manager,PhD,1,198,2,1,0,0,Public,100,2,0,38,139464.4
1046,4,Canada,31,Tech,22,Doctor,Bachelor,1,39,2,0,1,0,Private,1000,17,0,0,100009.7
1047,5,Australia,25,Manufacturing,24,Software Engineer,Bachelor,1,303,10,0,1,0,Public,10000,3,0,0,108818.9
1048,5,Australia,26,Finance,5,Professor,Bachelor,1,27,0,0,1,1,Private,10000,1,0,27,81104.95
1049,1,USA,24,Retail,20,Marketing Associate,Bachelor,1,44,3,1,1,1,Startup,100,5,1,0,102006.7
1050,5,Australia,31,Education,29,Doctor,Bachelor,1,55,1,1,0,0,Private,1000,14,1,0,101230.3
1051,4,Canada,34,Healthcare,10,Business Analyst,Master,1,727,58,1,0,1,Non-profit,10000,9,0,0,177688.2
1052,4,Canada,24,Manufacturing,8,Product Manager,PhD,1,253,18,0,1,0,Public,10,7,1,32,154170.6
1053,1,USA,23,Retail,5,Professor,Bachelor,1,35,2,0,0,0,Non-profit,1000,0,1,27,83641.55
1054,1,USA,33,Education,27,Sales Associate,Bachelor,1,47,2,1,1,1,Startup,100,16,1,0,128160.2
1055,5,Australia,33,Healthcare,0,Marketing Associate,Bachelor,1,25,1,0,0,1,Non-profit,10000,0,0,0,59667.22
1056,5,Australia,23,Education,1,Software Engineer,Bachelor,1,851,37,0,0,0,Non-profit,100,0,0,0,149099.7
1057,3,India,28,Education,2,Marketing Associate,Bachelor,0,42,3,1,1,1,Government,10000,1,0,0,33413.17
1058,5,Australia,24,Manufacturing,9,Marketing Associate,Bachelor,1,55,1,1,1,0,Non-profit,100,3,0,0,70329.63
1059,5,Australia,33,Healthcare,14,Marketing Associate,Bachelor,1,53,3,0,1,0,Public,10,4,0,0,77960.03
1060,2,UK,28,Education,7,Doctor,Bachelor,1,59,4,0,0,1,Private,100,3,1,0,66234.14
1061,1,USA,23,Finance,11,Professor,Bachelor,1,40,3,1,1,0,Public,1000,10,0,27,109391.9
1062,5,Australia,26,Retail,20,Software Engineer,Bachelor,1,149,4,0,0,1,Startup,1000,2,0,0,103358.5
1063,2,UK,31,Retail,5,Software Engineer,Bachelor,1,177,9,0,0,1,Government,1000,0,0,0,71544.42
1064,5,Australia,23,Manufacturing,2,Product Manager,Bachelor,1,702,16,0,0,1,Government,10,0,1,38,162258
1065,1,USA,31,Tech,2,Doctor,Bachelor,1,28,0,0,1,1,Public,10000,0,0,0,72691.52
1066,3,India,32,Finance,4,Marketing Associate,Bachelor,0,66,0,0,0,0,Government,1000,3,1,0,35611.81
1067,4,Canada,27,Healthcare,14,Business Analyst,Master,1,680,46,1,0,0,Non-profit,10,12,1,0,174866.7
1068,1,USA,29,Retail,27,Business Analyst,Bachelor,1,432,19,0,1,0,Public,10,7,1,0,149458.4
1069,1,USA,34,Finance,27,Business Analyst,PhD,1,820,16,1,0,1,Public,100,12,1,0,262428.4
1070,2,UK,32,Education,0,Data Scientist,Master,1,400,5,0,1,1,Public,100,0,0,0,76204.84
1071,2,UK,23,Tech,21,Data Scientist,Master,1,691,18,0,1,0,Startup,10,6,0,0,197196.7
1072,2,UK,34,Others,17,Sales Associate,Bachelor,1,97,7,0,1,0,Public,100,8,1,0,83292.09
1073,3,India,24,Others,8,Product Manager,Master,0,199,0,0,0,0,Private,1000,1,0,46,57012.11
1074,2,UK,30,Manufacturing,8,Doctor,Bachelor,1,78,3,0,1,1,Non-profit,10000,1,0,0,64416.93
1075,1,USA,25,Others,13,Doctor,Bachelor,1,18,0,1,1,0,Non-profit,1000,6,1,0,75285.69
1076,2,UK,29,Others,13,Sales Associate,Bachelor,1,21,1,1,1,1,Private,10000,5,1,0,66204.27
1077,5,Australia,26,Retail,20,Data Scientist,Master,1,261,8,0,0,1,Government,100,19,0,0,130791.3
1078,5,Australia,27,Others,16,Marketing Associate,Bachelor,1,28,1,0,1,0,Startup,100,3,0,0,87480.39
1079,4,Canada,27,Tech,21,Sales Associate,Bachelor,1,9,0,1,1,1,Public,100,8,1,0,81743.2
1080,5,Australia,34,Retail,23,Data Scientist,Bachelor,1,373,10,0,0,0,Startup,10000,22,0,0,184930.3
1081,4,Canada,34,Finance,1,Data Scientist,Bachelor,1,876,70,0,0,0,Public,1000,0,1,0,161366.9
1082,5,Australia,28,Tech,6,Product Manager,Master,1,722,38,0,0,1,Public,1000,4,0,19,216512.5
1083,3,India,23,Healthcare,14,Professor,Bachelor,0,84,1,0,0,1,Non-profit,10000,4,0,4,42880.45
1084,4,Canada,23,Retail,11,Marketing Associate,Bachelor,1,25,1,0,0,0,Non-profit,100,10,1,0,69075.59
1085,5,Australia,31,Education,24,Professor,Bachelor,1,39,1,0,0,1,Government,100,23,0,47,165204.5
1086,4,Canada,34,Education,29,Software Engineer,Bachelor,1,955,60,1,1,0,Public,10,21,1,0,284305.1
1087,4,Canada,29,Healthcare,21,Software Engineer,Master,1,873,71,0,0,1,Government,10000,17,1,0,258914.3
1088,5,Australia,35,Education,28,Professor,Bachelor,1,56,3,0,0,0,Private,100,11,1,44,142567.5
1089,1,USA,29,Others,12,Software Engineer,Master,1,938,5,1,0,0,Private,100,6,0,0,154250.8
1090,2,UK,33,Others,28,Sales Associate,Bachelor,1,33,2,0,1,0,Non-profit,100,12,1,0,87373.1
1091,4,Canada,27,Manufacturing,8,Doctor,Bachelor,1,42,3,0,0,0,Public,10,4,1,0,63617.25
1092,4,Canada,31,Education,1,Professor,Bachelor,1,98,0,1,0,1,Public,10,0,1,40,78795.04
1093,4,Canada,32,Others,31,Software Engineer,Bachelor,1,202,19,1,1,1,Private,10,8,1,0,109427.2
1094,2,UK,35,Education,10,Product Manager,Bachelor,1,384,21,0,1,1,Private,1000,1,1,12,110465.1
1095,4,Canada,23,Retail,16,Data Scientist,PhD,1,238,6,0,1,1,Government,100,15,0,0,128380.9
1096,4,Canada,30,Finance,10,Doctor,Bachelor,1,41,0,0,0,1,Non-profit,100,3,1,0,62082.06
1097,5,Australia,28,Tech,5,Professor,Bachelor,1,92,8,0,0,0,Non-profit,10000,1,0,39,118377.7
1098,1,USA,29,Education,21,Software Engineer,Bachelor,1,874,62,0,1,1,Government,10000,17,1,0,295385.1
1099,3,India,26,Finance,11,Data Scientist,PhD,0,407,13,1,1,0,Non-profit,10,9,0,0,81477.84
1100,3,India,33,Healthcare,4,Doctor,Bachelor,0,13,0,0,0,0,Public,10000,2,1,0,32901.97
1101,2,UK,32,Retail,28,Business Analyst,PhD,1,498,13,1,0,0,Startup,10000,27,0,0,269075.1
1102,3,India,35,Manufacturing,14,Marketing Associate,Bachelor,0,69,0,0,0,0,Public,100,4,1,0,39376.81
1103,1,USA,23,Healthcare,21,Product Manager,Master,1,950,76,1,1,1,Public,1000,11,1,46,449200.6
1104,3,India,27,Others,3,Product Manager,Bachelor,0,646,19,1,1,1,Government,10000,0,0,40,84819.69
1105,1,USA,25,Manufacturing,24,Product Manager,PhD,1,400,11,0,1,0,Private,100,1,0,35,208053.2
1106,1,USA,24,Finance,23,Product Manager,Bachelor,1,222,9,0,0,0,Non-profit,10,14,1,3,131347.7
1107,5,Australia,35,Healthcare,31,Product Manager,PhD,1,382,27,1,1,1,Government,100,1,1,4,184361.4
1108,3,India,33,Finance,8,Software Engineer,PhD,0,661,39,1,0,0,Government,10000,5,1,0,106298
1109,4,Canada,30,Others,27,Software Engineer,PhD,1,231,3,1,1,1,Government,10,5,0,0,113916.7
1110,2,UK,24,Manufacturing,22,Business Analyst,Bachelor,1,517,39,1,1,0,Startup,100,9,0,0,192163.6
1111,4,Canada,35,Education,34,Doctor,Bachelor,1,94,7,0,1,1,Government,10,25,1,0,119103.7
1112,3,India,23,Finance,3,Software Engineer,Master,0,534,44,0,1,1,Non-profit,1000,2,0,0,71448.5
1113,3,India,25,Tech,20,Sales Associate,Bachelor,0,38,2,0,0,1,Government,1000,0,1,0,43317.1
1114,4,Canada,30,Education,4,Product Manager,PhD,1,286,22,1,0,1,Private,100,3,1,44,160934.3
1115,5,Australia,31,Education,20,Professor,Bachelor,1,77,4,0,1,1,Public,10,16,0,39,141304.5
1116,3,India,33,Tech,31,Data Scientist,PhD,0,737,3,1,1,1,Non-profit,10000,19,1,0,145911
1117,5,Australia,31,Healthcare,30,Marketing Associate,Bachelor,1,23,0,0,0,0,Government,10,1,0,0,79400.13
1118,2,UK,23,Tech,4,Data Scientist,Bachelor,1,173,11,0,1,1,Private,100,0,0,0,81050.51
1119,3,India,29,Retail,17,Sales Associate,Bachelor,0,99,6,0,1,0,Public,100,3,0,0,43317.71
1120,4,Canada,28,Education,18,Doctor,Bachelor,1,60,2,1,1,1,Non-profit,10,16,1,0,84536.79
1121,5,Australia,27,Healthcare,21,Business Analyst,Bachelor,1,401,32,0,1,0,Non-profit,10000,10,1,0,155715.9
1122,2,UK,30,Healthcare,13,Business Analyst,Master,1,785,1,1,0,0,Non-profit,10000,0,0,0,105509.7
1123,1,USA,27,Manufacturing,22,Software Engineer,Master,1,814,63,1,0,1,Non-profit,10000,5,1,0,234386.4
1124,2,UK,23,Others,22,Business Analyst,PhD,1,189,11,1,1,1,Public,100,19,0,0,149545
1125,5,Australia,29,Tech,25,Professor,Bachelor,1,70,1,0,0,0,Startup,10,9,1,45,186098.7
1126,3,India,33,Others,11,Business Analyst,PhD,0,989,62,1,1,0,Public,100,6,1,0,153798.6
1127,3,India,27,Education,11,Sales Associate,Bachelor,0,0,0,0,0,1,Non-profit,100,0,0,0,32789.28
1128,1,USA,29,Finance,18,Product Manager,PhD,1,403,34,1,0,0,Government,1000,16,1,47,341113.2
1129,5,Australia,27,Manufacturing,21,Professor,Bachelor,1,97,3,1,1,1,Private,1000,16,1,26,132284.3
1130,3,India,23,Retail,0,Professor,Bachelor,0,88,0,0,0,0,Non-profit,10,0,0,3,33356.57
1131,3,India,25,Retail,9,Data Scientist,Bachelor,0,963,27,1,0,1,Startup,100,7,0,0,112368.1
1132,5,Australia,31,Finance,17,Software Engineer,Bachelor,1,979,92,1,1,0,Government,100,12,1,0,318749.1
1133,2,UK,34,Healthcare,17,Marketing Associate,Bachelor,1,40,2,1,1,1,Private,1000,10,0,0,76628.23
1134,4,Canada,30,Education,29,Business Analyst,PhD,1,201,9,0,0,0,Startup,10000,27,1,0,205220.6
1135,2,UK,31,Retail,1,Business Analyst,Bachelor,1,660,11,1,0,0,Public,10,0,0,0,97305.48
1136,5,Australia,33,Retail,27,Data Scientist,PhD,1,551,25,0,0,1,Public,10000,1,1,0,189063.4
1137,2,UK,29,Education,3,Doctor,Bachelor,1,39,0,0,1,1,Government,10,1,0,0,56951.49
1138,3,India,27,Others,19,Sales Associate,Bachelor,0,68,3,1,1,1,Private,10,0,1,0,39393.83
1139,5,Australia,27,Others,0,Software Engineer,PhD,1,139,8,0,0,1,Non-profit,10000,0,1,0,93083.15
1140,3,India,32,Tech,24,Professor,Bachelor,0,,0,1,1,0,Government,100,13,0,23,99052.09
1141,3,India,31,Education,27,Business Analyst,PhD,0,150,2,0,0,0,Private,1000,8,0,0,67497.06
1142,3,India,27,Education,9,Software Engineer,Master,0,200,16,0,0,1,Private,100,7,1,0,52163.94
1143,2,UK,34,Others,27,Sales Associate,Bachelor,1,47,0,0,1,0,Government,100,2,1,0,70843.22
1144,4,Canada,35,Others,26,Professor,Bachelor,1,89,6,0,1,0,Government,100,15,1,35,127155.6
1145,1,USA,28,Tech,13,Marketing Associate,Bachelor,1,11,0,0,1,0,Government,10,11,0,0,96060.21
1146,4,Canada,26,Tech,4,Professor,Bachelor,1,7,0,1,0,0,Government,100,3,0,19,76430.37
1147,1,USA,27,Education,10,Sales Associate,Bachelor,1,29,1,1,1,1,Non-profit,100,8,1,0,78738.35
1148,5,Australia,35,Education,24,Professor,Bachelor,1,55,3,0,1,1,Government,1000,19,1,30,139355.2
1149,4,Canada,33,Manufacturing,28,Marketing Associate,Bachelor,1,46,3,0,0,0,Public,10000,23,1,0,100414.9
1150,1,USA,35,Finance,31,Software Engineer,Master,1,113,1,0,0,1,Government,10000,23,0,0,126879.3
1151,3,India,34,Others,32,Doctor,Bachelor,0,67,4,0,1,0,Government,1000,30,0,0,70512.2
1152,5,Australia,25,Others,12,Sales Associate,Bachelor,1,19,0,1,0,1,Public,100,4,0,0,71508.54
1153,4,Canada,35,Manufacturing,26,Business Analyst,PhD,1,757,59,0,1,0,Non-profit,1000,4,0,0,244624
1154,2,UK,25,Manufacturing,8,Professor,Bachelor,1,40,2,0,1,1,Government,100,7,0,47,99368.72
1155,5,Australia,30,Healthcare,17,Software Engineer,Master,1,237,7,0,1,0,Private,100,8,1,0,103969.1
1156,3,India,35,Education,22,Business Analyst,Master,0,812,26,1,0,1,Non-profit,10,18,1,0,114497.7
1157,3,India,32,Manufacturing,29,Professor,Bachelor,0,80,5,0,1,0,Government,10000,26,0,6,70166.62
1158,3,India,28,Others,0,Sales Associate,Bachelor,0,76,4,1,1,1,Government,100,0,1,0,33554.95
1159,1,USA,25,Others,14,Professor,Bachelor,1,88,1,1,0,0,Private,1000,11,1,45,133577.1
1160,4,Canada,34,Others,6,Professor,Bachelor,1,73,1,0,0,0,Startup,1000,2,1,43,102914.2
1161,5,Australia,24,Education,15,Business Analyst,Bachelor,1,972,48,0,0,0,Startup,100,2,0,0,245438.9
1162,4,Canada,27,Manufacturing,21,Product Manager,PhD,1,353,18,1,1,1,Non-profit,1000,2,0,32,172654.1
1163,4,Canada,27,Healthcare,18,Doctor,Bachelor,1,63,4,1,1,1,Public,100,9,1,0,76446.3
1164,1,USA,24,Education,3,Marketing Associate,Bachelor,1,36,1,0,0,0,Non-profit,10000,1,1,0,64910.58
1165,1,USA,31,Finance,21,Software Engineer,Master,1,146,2,0,0,1,Startup,1000,11,0,0,125360.6
1166,3,India,32,Healthcare,19,Professor,Bachelor,0,88,6,0,0,0,Private,100,16,1,31,70173.74
1167,4,Canada,34,Tech,23,Software Engineer,Bachelor,1,731,10,0,0,1,Startup,100,21,1,0,227910.6
1168,1,USA,35,Others,11,Marketing Associate,Bachelor,1,19,0,0,0,1,Public,100,9,1,0,80097.33
1169,3,India,25,Finance,22,Business Analyst,PhD,0,419,40,0,1,1,Non-profit,1000,18,0,0,127711.7
1170,5,Australia,28,Others,0,Marketing Associate,Bachelor,1,83,6,1,0,1,Government,10000,0,0,0,65703.71
1171,1,USA,31,Retail,4,Software Engineer,Bachelor,1,347,15,1,0,1,Non-profit,100,2,1,0,99867.03
1172,1,USA,25,Retail,24,Product Manager,PhD,1,541,17,0,1,1,Startup,10,6,0,0,234537.3
1173,5,Australia,32,Others,4,Sales Associate,Bachelor,1,7,0,0,0,1,Public,10,3,1,0,63950.54
1174,5,Australia,27,Manufacturing,9,Product Manager,PhD,1,583,38,0,1,1,Private,100,0,1,49,266422.1
1175,1,USA,34,Others,2,Data Scientist,Master,1,395,1,1,1,1,Private,10,0,0,0,87315.75
1176,5,Australia,32,Education,8,Marketing Associate,Bachelor,1,67,5,0,1,0,Public,1000,7,0,0,81497.77
1177,5,Australia,29,Education,3,Marketing Associate,Bachelor,1,80,6,1,0,1,Non-profit,10000,2,0,0,72034.31
1178,3,India,24,Finance,10,Sales Associate,Bachelor,0,10,0,0,0,0,Public,10000,8,0,0,39416.2
1179,1,USA,33,Others,4,Software Engineer,PhD,1,308,14,0,1,1,Private,10,3,1,0,129620.7
1180,5,Australia,25,Others,3,Marketing Associate,Bachelor,1,90,8,1,1,0,Public,100,1,1,0,71319.6
1181,3,India,35,Tech,2,Sales Associate,Bachelor,0,38,0,0,0,1,Private,10000,0,0,0,37133.88
1182,1,USA,29,Education,12,Software Engineer,Master,1,943,77,1,0,0,Government,10000,5,0,0,258502.1
1183,1,USA,25,Retail,24,Sales Associate,Bachelor,1,82,0,1,0,0,Non-profit,10000,17,0,0,108099.6
1184,1,USA,23,Tech,1,Professor,Bachelor,1,99,0,1,0,1,Public,100,0,0,37,106299.9
1185,5,Australia,35,Tech,9,Doctor,Bachelor,1,88,5,1,1,0,Government,10,5,1,0,91545.81
1186,5,Australia,34,Healthcare,4,Professor,Bachelor,1,49,1,0,0,1,Non-profit,10,2,0,49,99042.83
1187,4,Canada,23,Others,11,Business Analyst,Master,1,470,43,1,0,0,Private,10,8,0,0,134040.2
1188,3,India,29,Finance,8,Doctor,Bachelor,0,84,0,0,0,1,Public,10,7,1,0,39910.1
1189,4,Canada,32,Finance,26,Product Manager,Bachelor,1,563,14,0,0,1,Non-profit,100,4,0,5,128283.6
1190,3,India,29,Finance,9,Marketing Associate,Bachelor,0,9,0,0,0,1,Private,10,2,0,0,34335.81
1191,2,UK,25,Retail,9,Professor,Bachelor,1,6,0,0,0,1,Startup,100,7,0,10,86738.31
1192,4,Canada,26,Manufacturing,25,Software Engineer,Bachelor,1,998,92,0,0,1,Government,100,9,1,0,285186.1
1193,1,USA,35,Finance,4,Professor,Bachelor,1,87,0,1,1,0,Non-profit,10,0,0,17,78284.87
1194,2,UK,25,Education,15,Software Engineer,PhD,1,673,59,0,0,0,Public,1000,12,1,0,258607.2
1195,2,UK,23,Education,1,Doctor,Bachelor,1,51,1,0,0,0,Government,100,0,0,0,56639.95
1196,2,UK,32,Finance,21,Professor,Bachelor,1,71,6,0,1,0,Startup,10,5,0,41,133558.3
1197,3,India,29,Education,20,Doctor,Bachelor,0,67,5,1,1,1,Private,1000,3,1,0,42961.46
1198,5,Australia,24,Healthcare,21,Professor,Bachelor,1,83,2,1,0,0,Non-profit,10,18,0,2,108729.4
1199,5,Australia,33,Manufacturing,16,Data Scientist,Bachelor,1,465,24,1,0,0,Government,10,3,0,0,131014.8
1200,2,UK,27,Retail,6,Professor,Bachelor,1,39,0,1,1,1,Private,10,5,1,0,62308.42
1201,5,Australia,27,Manufacturing,1,Data Scientist,PhD,1,233,7,1,0,0,Startup,1000,0,1,0,120362.2
1202,1,USA,25,Others,1,Sales Associate,Bachelor,1,19,0,1,0,0,Public,100,0,0,0,61897.88
1203,5,Australia,28,Tech,13,Professor,Bachelor,1,66,3,0,1,0,Public,10000,1,1,2,85638.93
1204,3,India,33,Tech,30,Data Scientist,Bachelor,0,853,83,1,0,1,Government,10,21,1,0,216517.1
1205,2,UK,25,Retail,9,Marketing Associate,Bachelor,1,42,0,0,0,1,Startup,10000,0,1,0,70431.29
1206,4,Canada,26,Manufacturing,20,Doctor,Bachelor,1,77,1,0,1,0,Non-profit,10,9,0,0,76513.31
1207,1,USA,25,Finance,5,Business Analyst,PhD,1,508,18,0,1,0,Non-profit,1000,4,1,0,158697
1208,4,Canada,26,Others,10,Professor,Bachelor,1,32,0,0,1,0,Government,1000,1,1,24,71579.03
1209,2,UK,31,Finance,1,Marketing Associate,Bachelor,1,69,5,1,1,0,Private,10000,0,0,0,58177.78
1210,2,UK,33,Healthcare,5,Doctor,Bachelor,1,43,2,0,1,0,Public,1000,2,0,0,59769.47
1211,4,Canada,25,Others,14,Professor,Bachelor,1,55,3,1,0,0,Public,10,7,0,44,102322.6
1212,2,UK,27,Retail,9,Product Manager,Bachelor,1,127,5,1,1,0,Non-profit,1000,3,1,24,87791.42
1213,2,UK,30,Retail,21,Software Engineer,PhD,1,718,40,1,1,1,Private,10,20,0,0,275300.5
1214,2,UK,33,Manufacturing,3,Business Analyst,Bachelor,1,100,1,0,1,0,Non-profit,10,0,1,0,59027.05
1215,5,Australia,26,Retail,23,Software Engineer,PhD,1,373,32,0,1,0,Startup,10000,6,0,0,223730.7
1216,5,Australia,26,Education,17,Business Analyst,PhD,1,222,12,1,1,0,Non-profit,10000,6,0,0,137165.1
1217,3,India,33,Others,10,Business Analyst,Bachelor,0,972,95,1,0,0,Private,10,0,1,0,128366.1
1218,4,Canada,26,Education,15,Product Manager,PhD,1,458,29,0,0,1,Public,10000,0,1,41,197499.2
1219,1,USA,29,Tech,23,Professor,Bachelor,1,79,4,1,1,1,Public,10000,10,0,42,160995.2
1220,4,Canada,25,Retail,16,Sales Associate,Bachelor,1,26,1,0,1,1,Government,10000,1,0,0,61606.78
1221,4,Canada,28,Manufacturing,6,Product Manager,Bachelor,1,690,62,0,1,0,Non-profit,100,2,1,26,188813.1
1222,3,India,31,Tech,6,Product Manager,Bachelor,0,508,25,0,1,0,Private,1000,0,1,32,90612.16
1223,5,Australia,30,Healthcare,21,Software Engineer,Bachelor,1,806,33,1,1,1,Government,10000,17,1,0,224094.5
1224,1,USA,34,Others,27,Product Manager,Master,1,189,16,1,0,0,Public,10,3,1,46,162119.7
1225,1,USA,26,Others,16,Business Analyst,Bachelor,1,876,34,0,1,1,Public,10,10,0,0,207924.8
1226,3,India,26,Retail,6,Software Engineer,Master,0,290,5,0,0,0,Startup,100,1,0,0,53225.78
1227,2,UK,30,Others,4,Marketing Associate,Bachelor,1,76,1,0,0,0,Public,10,2,1,0,61368.43
1228,4,Canada,34,Tech,7,Business Analyst,PhD,1,703,17,0,0,1,Non-profit,100,3,1,0,169810.8
1229,4,Canada,25,Healthcare,14,Marketing Associate,Bachelor,1,16,0,1,0,1,Private,10000,4,1,0,62997
1230,1,USA,25,Manufacturing,5,Data Scientist,PhD,1,982,26,1,0,1,Startup,1000,2,1,0,255389.5
1231,4,Canada,23,Healthcare,4,Professor,Bachelor,1,19,0,0,1,1,Government,1000,1,0,24,65752.6
1232,1,USA,30,Tech,8,Professor,Bachelor,1,54,4,0,1,1,Government,10,3,1,44.39016,122624.6
1233,5,Australia,33,Retail,7,Marketing Associate,Bachelor,1,56,4,1,0,1,Government,100,6,0,0,76379.36
1234,5,Australia,34,Manufacturing,23,Software Engineer,Master,1,990,50,0,0,0,Non-profit,10,17,1,0,285694.8
1235,1,USA,23,Tech,3,Business Analyst,Master,1,732,49,0,0,0,Public,10,0,1,0,181243.6
1236,3,India,32,Education,11,Business Analyst,PhD,0,980,24,1,0,0,Government,1000,5,1,0,117028.6
1237,4,Canada,28,Retail,17,Sales Associate,Bachelor,1,62,3,0,1,1,Public,100,4,0,0,69801.02
1238,1,USA,27,Finance,8,Software Engineer,Master,1,237,4,0,1,0,Startup,100,0,0,0,99837.62
1239,3,India,31,Healthcare,28,Data Scientist,Bachelor,0,240,9,1,0,0,Startup,1000,13,1,0,78883.34
1240,5,Australia,29,Healthcare,21,Marketing Associate,Bachelor,1,53,4,1,0,1,Startup,1000,4,1,0,98885.86
1241,4,Canada,27,Retail,4,Sales Associate,Bachelor,1,78,0,0,1,0,Government,1000,0,1,0,57538.11
1242,4,Canada,34,Finance,17,Software Engineer,Bachelor,1,949,37,1,1,0,Startup,10,4,1,0,200997.3
1243,5,Australia,24,Retail,1,Product Manager,Bachelor,1,340,2,0,0,0,Non-profit,1000,0,0,46,116338.2
1244,2,UK,29,Healthcare,8,Marketing Associate,Bachelor,1,4,0,1,0,1,Public,10,1,0,0,57572.5
1245,1,USA,35,Healthcare,19,Product Manager,Master,1,507,22,0,1,0,Startup,1000,16,0,18,245981.3
1246,3,India,28,Retail,18,Product Manager,Master,0,459,8,1,1,0,Non-profit,10,1,1,15,65662.6
1247,3,India,31,Education,22,Doctor,Bachelor,0,58,0,0,1,1,Startup,10,16,0,0,62171.23
1248,2,UK,33,Retail,3,Sales Associate,Bachelor,1,33,1,1,1,1,Private,10,2,0,0,58098.43
1249,3,India,30,Manufacturing,12,Data Scientist,Bachelor,0,873,12,1,0,1,Government,100,0,1,0,70391.27
1250,3,India,27,Retail,0,Software Engineer,Bachelor,0,191,18,1,0,0,Government,10000,0,0,0,42638.81
1251,4,Canada,25,Others,0,Doctor,Bachelor,1,13,0,0,0,0,Non-profit,10,0,1,0,51528.61
1252,1,USA,35,Healthcare,5,Data Scientist,PhD,1,416,10,1,1,1,Private,10,3,0,0,135787.1
1253,4,Canada,34,Education,7,Professor,Bachelor,1,85,3,0,0,1,Non-profit,1000,2,0,3,63247.3
1254,5,Australia,25,Retail,5,Business Analyst,Master,1,784,2,0,1,,Government,10000,3,1,0,116996.1
